Year,Month,Province,District,Road_Type,Intersection_Type,Time_of_Day,Accident_Severity,Weather_Condition,Road_Surface,Vehicle_Type,Speed_Zone,Driver_Gender,DayOfWeek
2025,September,Koshi,Jhapa,Highway,Straight,Morning,Fatal,Clear,Slippery,Jeep,50,Male,Sunday
2024,April,Gandaki,Kaski,Highway,Straight,Night,Serious Injury,Rain,Wet,Motorbike,30,Male,Friday
2025,April,Karnali,Surkhet,Rural,Straight,Evening,Minor Injury,Clear,Slippery,Motorbike,50,Male,Sunday
2025,June,Gandaki,Kaski,Feeder,Straight,Afternoon,Damage Only,Fog,Slippery,Motorbike,30,Female,Friday
2026,January,Bagmati,Bhaktapur,Highway,Straight,Afternoon,Minor Injury,Clear,Dry,Car,50,Male,Sunday
2025,October,Madhesh,Parsa,Highway,Straight,Morning,Minor Injury,Fog,Slippery,Bus,80,Male,Thursday
2025,January,Bagmati,Lalitpur,Feeder,Junction,Afternoon,Serious Injury,Rain,Wet,Car,80,Male,Wednesday
2024,June,Koshi,Ilam,Urban,Straight,Evening,Minor Injury,Rain,Wet,Bus,30,Male,Friday
2023,May,Karnali,Dailekh,Feeder,Straight,Evening,Minor Injury,Rain,Wet,Motorbike,30,Male,Wednesday
2024,October,Lumbini,Banke,Urban,Junction,Evening,Serious Injury,Clear,Wet,Car,30,Female,Wednesday
2026,January,Sudurpashchim,Kailali,Highway,Straight,Night,Fatal,Fog,Wet,Motorbike,50,Male,Thursday
2023,May,Karnali,Surkhet,Urban,Roundabout,Evening,Minor Injury,Fog,Dry,Car,80,Male,Thursday
2025,January,Karnali,Dailekh,Highway,Curve,Morning,Minor Injury,Rain,Wet,Motorbike,80,Male,Saturday
2024,October,Sudurpashchim,Doti,Highway,Junction,Evening,Fatal,Rain,Wet,Car,30,Female,Wednesday
2025,July,Madhesh,Rautahat,Rural,Straight,Morning,Fatal,Clear,Dry,Motorbike,80,Female,Saturday
2025,March,Sudurpashchim,Achham,Highway,Curve,Morning,Minor Injury,Clear,Damaged,Motorbike,50,Male,Sunday
2025,April,Koshi,Sunsari,Highway,Roundabout,Morning,Minor Injury,Clear,Dry,Motorbike,50,Female,Sunday
2025,April,Koshi,Morang,Highway,Straight,Morning,Serious Injury,Clear,Dry,Bus,30,Male,Saturday
2026,January,Bagmati,Bhaktapur,Highway,Straight,Night,Serious Injury,Clear,Slippery,Motorbike,80,Male,Friday
2023,May,Lumbini,Rupandehi,Rural,Junction,Afternoon,Minor Injury,Rain,Wet,Motorbike,30,Male,Tuesday
2025,June,Gandaki,Tanahun,Rural,Straight,Evening,Minor Injury,Clear,Damaged,Scooter,50,Male,Saturday
2025,July,Koshi,Ilam,Rural,Junction,Afternoon,Serious Injury,Rain,Wet,Motorbike,50,Female,Sunday
2024,April,Koshi,Jhapa,Feeder,Straight,Night,Serious Injury,Clear,Wet,Truck,50,Male,Thursday
2023,March,Gandaki,Kaski,Highway,Junction,Night,Serious Injury,Rain,Wet,Motorbike,30,Male,Wednesday
2023,July,Koshi,Morang,Feeder,Curve,Night,Damage Only,Clear,Damaged,Scooter,50,Male,Thursday
2025,July,Gandaki,Lamjung,Highway,Straight,Morning,Serious Injury,Rain,Wet,Car,50,Male,Thursday
2025,February,Koshi,Jhapa,Urban,Straight,Evening,Damage Only,Clear,Damaged,Motorbike,50,Male,Saturday
2023,March,Lumbini,Banke,Feeder,Junction,Evening,Serious Injury,Clear,Dry,Bus,80,Female,Friday
2024,January,Sudurpashchim,Doti,Urban,Straight,Afternoon,Minor Injury,Clear,Wet,Motorbike,30,Male,Tuesday
2024,January,Sudurpashchim,Kanchanpur,Rural,Curve,Afternoon,Damage Only,Fog,Dry,Motorbike,30,Male,Monday
2024,August,Karnali,Dailekh,Highway,Junction,Afternoon,Serious Injury,Rain,Wet,Truck,30,Female,Tuesday
2024,July,Koshi,Ilam,Rural,Straight,Morning,Serious Injury,Fog,Wet,Bus,30,Male,Friday
2025,September,Bagmati,Lalitpur,Highway,Junction,Night,Minor Injury,Clear,Dry,Truck,50,Male,Thursday
2025,May,Sudurpashchim,Doti,Highway,Straight,Night,Damage Only,Clear,Slippery,Truck,30,Male,Saturday
2024,September,Madhesh,Parsa,Highway,Junction,Night,Damage Only,Dusty,Slippery,Bus,50,Male,Monday
2023,April,Sudurpashchim,Kanchanpur,Rural,Straight,Morning,Damage Only,Clear,Wet,Scooter,50,Female,Wednesday
2023,February,Lumbini,Kapilvastu,Highway,Curve,Evening,Serious Injury,Clear,Damaged,Motorbike,50,Female,Tuesday
2023,May,Bagmati,Kathmandu,Rural,Straight,Night,Damage Only,Clear,Slippery,Car,50,Female,Monday
2024,January,Koshi,Ilam,Rural,Straight,Morning,Fatal,Clear,Dry,Scooter,30,Male,Thursday
2026,January,Gandaki,Lamjung,Feeder,Straight,Afternoon,Minor Injury,Rain,Wet,Motorbike,80,Male,Thursday
2023,July,Koshi,Jhapa,Rural,Straight,Morning,Damage Only,Clear,Wet,Bus,50,Male,Sunday
2025,December,Gandaki,Kaski,Rural,Junction,Afternoon,Minor Injury,Clear,Wet,Truck,50,Male,Monday
2024,September,Gandaki,Gorkha,Highway,Roundabout,Afternoon,Damage Only,Fog,Damaged,Car,80,Male,Tuesday
2025,October,Lumbini,Dang,Urban,Straight,Morning,Minor Injury,Clear,Slippery,Scooter,80,Female,Sunday
2023,August,Gandaki,Lamjung,Urban,Straight,Night,Damage Only,Clear,Slippery,Microbus,80,Male,Tuesday
2023,January,Lumbini,Dang,Highway,Roundabout,Afternoon,Minor Injury,Dusty,Slippery,Motorbike,50,Female,Monday
2023,May,Madhesh,Sarlahi,Rural,Junction,Afternoon,Minor Injury,Clear,Dry,Car,30,Male,Tuesday
2023,January,Bagmati,Bhaktapur,Urban,Roundabout,Night,Damage Only,Clear,Damaged,Motorbike,50,Female,Wednesday
2024,February,Madhesh,Rautahat,Rural,Straight,Morning,Minor Injury,Fog,Damaged,Car,30,Male,Monday
2024,August,Bagmati,Chitwan,Urban,Straight,Evening,Minor Injury,Fog,Slippery,Motorbike,30,Male,Wednesday
2023,August,Madhesh,Bara,Rural,Straight,Afternoon,Minor Injury,Clear,Slippery,Motorbike,50,Male,Sunday
2023,October,Bagmati,Bhaktapur,Rural,Straight,Afternoon,Minor Injury,Clear,Dry,Car,30,Male,Monday
2025,April,Sudurpashchim,Kailali,Rural,Junction,Afternoon,Minor Injury,Rain,Wet,Motorbike,30,Male,Monday
2025,September,Koshi,Jhapa,Urban,Junction,Night,Fatal,Clear,Damaged,Motorbike,30,Female,Tuesday
2025,March,Koshi,Sunsari,Highway,Curve,Night,Minor Injury,Clear,Wet,Scooter,80,Male,Monday
2024,June,Madhesh,Bara,Highway,Junction,Morning,Serious Injury,Clear,Dry,Car,50,Male,Tuesday
2024,August,Lumbini,Dang,Highway,Straight,Night,Serious Injury,Clear,Dry,Car,30,Male,Saturday
2025,December,Madhesh,Bara,Highway,Curve,Afternoon,Damage Only,Clear,Slippery,Jeep,50,Male,Monday
2025,August,Karnali,Dailekh,Highway,Curve,Evening,Minor Injury,Fog,Slippery,Bus,50,Male,Wednesday
2025,December,Madhesh,Bara,Urban,Straight,Evening,Damage Only,Clear,Dry,Jeep,50,Male,Tuesday
2023,September,Bagmati,Kathmandu,Rural,Straight,Morning,Fatal,Clear,Wet,Motorbike,80,Female,Saturday
2024,July,Madhesh,Parsa,Highway,Straight,Afternoon,Minor Injury,Rain,Wet,Microbus,30,Male,Wednesday
2023,September,Gandaki,Kaski,Feeder,Straight,Morning,Damage Only,Clear,Slippery,Scooter,50,Male,Thursday
2025,July,Bagmati,Kathmandu,Urban,Straight,Afternoon,Damage Only,Clear,Slippery,Motorbike,30,Male,Saturday
2024,January,Madhesh,Parsa,Highway,Junction,Evening,Minor Injury,Clear,Slippery,Car,30,Female,Wednesday
2023,May,Karnali,Jumla,Highway,Junction,Afternoon,Minor Injury,Rain,Wet,Car,50,Male,Monday
2025,May,Sudurpashchim,Doti,Urban,Straight,Morning,Serious Injury,Rain,Wet,Car,80,Male,Friday
2024,March,Koshi,Sunsari,Rural,Roundabout,Evening,Serious Injury,Clear,Dry,Motorbike,50,Female,Wednesday
2025,June,Lumbini,Banke,Highway,Straight,Morning,Serious Injury,Clear,Slippery,Car,50,Male,Sunday
2025,July,Karnali,Jumla,Highway,Straight,Evening,Damage Only,Clear,Slippery,Truck,30,Male,Thursday
2024,December,Madhesh,Rautahat,Urban,Straight,Morning,Damage Only,Rain,Wet,Car,30,Male,Saturday
2024,August,Lumbini,Banke,Rural,Straight,Morning,Serious Injury,Rain,Wet,Motorbike,50,Male,Tuesday
2026,January,Lumbini,Dang,Rural,Straight,Night,Damage Only,Dusty,Slippery,Bus,30,Male,Thursday
2025,December,Karnali,Jumla,Highway,Junction,Night,Fatal,Clear,Damaged,Car,50,Female,Sunday
2024,May,Bagmati,Kathmandu,Rural,Roundabout,Morning,Damage Only,Rain,Wet,Truck,30,Male,Saturday
2024,August,Sudurpashchim,Kailali,Rural,Curve,Afternoon,Minor Injury,Clear,Wet,Car,50,Male,Monday
2025,May,Karnali,Dailekh,Urban,Junction,Night,Damage Only,Clear,Wet,Truck,50,Male,Sunday
2025,May,Koshi,Morang,Urban,Junction,Evening,Damage Only,Clear,Dry,Motorbike,30,Female,Monday
2024,March,Koshi,Jhapa,Highway,Roundabout,Afternoon,Serious Injury,Dusty,Dry,Bus,80,Male,Sunday
2025,January,Gandaki,Kaski,Rural,Curve,Morning,Minor Injury,Fog,Slippery,Car,30,Male,Friday
2024,October,Karnali,Jumla,Urban,Straight,Evening,Minor Injury,Rain,Wet,Scooter,50,Male,Monday
2025,September,Karnali,Surkhet,Urban,Straight,Night,Damage Only,Clear,Damaged,Bus,50,Male,Thursday
2023,May,Gandaki,Tanahun,Urban,Straight,Night,Minor Injury,Clear,Wet,Motorbike,80,Male,Saturday
2023,May,Bagmati,Chitwan,Rural,Curve,Morning,Damage Only,Rain,Wet,Car,50,Male,Friday
2026,January,Madhesh,Rautahat,Urban,Junction,Afternoon,Minor Injury,Clear,Slippery,Bus,80,Female,Wednesday
2025,June,Lumbini,Kapilvastu,Rural,Junction,Evening,Minor Injury,Clear,Damaged,Motorbike,30,Female,Tuesday
2023,November,Lumbini,Kapilvastu,Rural,Straight,Night,Damage Only,Dusty,Damaged,Microbus,30,Male,Wednesday
2024,January,Bagmati,Kathmandu,Highway,Straight,Evening,Serious Injury,Clear,Dry,Car,80,Male,Tuesday
2025,May,Madhesh,Bara,Rural,Straight,Evening,Serious Injury,Clear,Wet,Motorbike,80,Male,Friday
2025,June,Gandaki,Gorkha,Feeder,Straight,Evening,Serious Injury,Clear,Wet,Scooter,80,Male,Tuesday
2025,November,Karnali,Dailekh,Highway,Straight,Afternoon,Minor Injury,Clear,Dry,Truck,30,Male,Sunday
2024,September,Karnali,Dailekh,Rural,Junction,Afternoon,Minor Injury,Clear,Slippery,Motorbike,30,Male,Wednesday
2024,March,Karnali,Surkhet,Rural,Curve,Evening,Minor Injury,Fog,Slippery,Motorbike,30,Male,Monday
2023,June,Bagmati,Kathmandu,Feeder,Junction,Evening,Damage Only,Clear,Wet,Motorbike,50,Female,Tuesday
2024,July,Sudurpashchim,Kailali,Feeder,Straight,Evening,Serious Injury,Clear,Dry,Motorbike,80,Male,Wednesday
2023,May,Lumbini,Banke,Highway,Junction,Afternoon,Minor Injury,Fog,Slippery,Motorbike,30,Male,Monday
2024,November,Gandaki,Tanahun,Highway,Straight,Night,Minor Injury,Clear,Wet,Car,50,Male,Saturday
2025,July,Madhesh,Sarlahi,Urban,Straight,Morning,Serious Injury,Rain,Wet,Truck,50,Male,Wednesday
2023,June,Madhesh,Parsa,Feeder,Junction,Evening,Minor Injury,Rain,Wet,Car,30,Male,Saturday
2025,March,Koshi,Ilam,Highway,Curve,Afternoon,Serious Injury,Clear,Slippery,Motorbike,50,Female,Thursday
2023,September,Lumbini,Kapilvastu,Urban,Straight,Evening,Minor Injury,Clear,Slippery,Motorbike,50,Female,Sunday
2023,September,Karnali,Kalikot,Feeder,Straight,Night,Minor Injury,Clear,Wet,Car,50,Female,Thursday
2025,October,Gandaki,Kaski,Highway,Straight,Evening,Minor Injury,Clear,Slippery,Scooter,50,Male,Thursday
2024,January,Madhesh,Rautahat,Urban,Junction,Evening,Damage Only,Clear,Slippery,Bus,30,Male,Monday
2023,April,Lumbini,Kapilvastu,Rural,Curve,Evening,Minor Injury,Clear,Wet,Motorbike,80,Male,Tuesday
2023,June,Bagmati,Chitwan,Urban,Curve,Morning,Minor Injury,Rain,Wet,Scooter,30,Male,Tuesday
2025,February,Gandaki,Kaski,Rural,Curve,Afternoon,Serious Injury,Fog,Wet,Car,80,Male,Thursday
2023,August,Gandaki,Gorkha,Feeder,Straight,Morning,Serious Injury,Rain,Wet,Motorbike,30,Female,Tuesday
2025,December,Lumbini,Kapilvastu,Highway,Curve,Evening,Serious Injury,Fog,Damaged,Motorbike,80,Male,Friday
2023,December,Bagmati,Lalitpur,Highway,Junction,Afternoon,Damage Only,Clear,Damaged,Motorbike,50,Male,Thursday
2025,February,Madhesh,Parsa,Feeder,Straight,Evening,Serious Injury,Clear,Dry,Jeep,30,Male,Sunday
2023,July,Bagmati,Kathmandu,Urban,Straight,Afternoon,Minor Injury,Clear,Dry,Bus,80,Male,Sunday
2024,August,Karnali,Dailekh,Urban,Curve,Morning,Serious Injury,Clear,Slippery,Scooter,30,Female,Wednesday
2023,January,Madhesh,Sarlahi,Highway,Junction,Afternoon,Damage Only,Clear,Dry,Motorbike,30,Male,Tuesday
2023,March,Gandaki,Lamjung,Rural,Straight,Afternoon,Serious Injury,Clear,Wet,Motorbike,50,Male,Friday
2024,October,Bagmati,Lalitpur,Feeder,Roundabout,Morning,Damage Only,Rain,Wet,Jeep,30,Male,Saturday
2025,June,Bagmati,Lalitpur,Rural,Straight,Night,Damage Only,Fog,Damaged,Car,80,Male,Sunday
2025,September,Sudurpashchim,Achham,Rural,Junction,Afternoon,Damage Only,Clear,Dry,Car,30,Male,Thursday
2024,February,Gandaki,Kaski,Highway,Junction,Night,Minor Injury,Clear,Dry,Bus,50,Male,Sunday
2024,September,Karnali,Jumla,Highway,Junction,Morning,Serious Injury,Fog,Dry,Motorbike,80,Male,Saturday
2026,January,Gandaki,Tanahun,Urban,Straight,Morning,Minor Injury,Clear,Slippery,Scooter,50,Male,Monday
2023,October,Bagmati,Chitwan,Highway,Curve,Night,Minor Injury,Fog,Dry,Microbus,30,Male,Friday
2024,August,Sudurpashchim,Kanchanpur,Rural,Straight,Morning,Serious Injury,Rain,Wet,Bus,50,Male,Tuesday
2024,October,Sudurpashchim,Achham,Urban,Curve,Afternoon,Damage Only,Clear,Dry,Motorbike,80,Male,Saturday
2025,June,Lumbini,Kapilvastu,Urban,Straight,Night,Minor Injury,Clear,Slippery,Car,30,Male,Monday
2024,August,Koshi,Morang,Urban,Junction,Afternoon,Damage Only,Fog,Damaged,Car,80,Male,Saturday
2024,August,Madhesh,Rautahat,Rural,Junction,Night,Serious Injury,Rain,Wet,Bus,30,Male,Wednesday
2026,January,Lumbini,Dang,Highway,Straight,Afternoon,Minor Injury,Clear,Damaged,Motorbike,80,Male,Saturday
2025,October,Bagmati,Chitwan,Rural,Curve,Night,Damage Only,Clear,Damaged,Motorbike,30,Male,Saturday
2025,January,Gandaki,Gorkha,Feeder,Straight,Morning,Fatal,Clear,Slippery,Motorbike,30,Male,Tuesday
2024,August,Karnali,Kalikot,Urban,Straight,Afternoon,Damage Only,Dusty,Dry,Truck,50,Male,Saturday
2025,July,Madhesh,Parsa,Rural,Junction,Morning,Minor Injury,Dusty,Dry,Motorbike,50,Male,Saturday
2024,May,Koshi,Jhapa,Feeder,Junction,Evening,Damage Only,Clear,Slippery,Jeep,50,Male,Thursday
2024,October,Sudurpashchim,Kailali,Urban,Straight,Morning,Minor Injury,Clear,Slippery,Motorbike,50,Female,Wednesday
2024,June,Sudurpashchim,Kailali,Rural,Curve,Night,Minor Injury,Clear,Damaged,Bus,30,Male,Thursday
2024,April,Koshi,Jhapa,Urban,Junction,Morning,Serious Injury,Clear,Damaged,Car,30,Male,Monday
2025,September,Karnali,Jumla,Rural,Straight,Afternoon,Fatal,Clear,Slippery,Truck,30,Male,Thursday
2024,May,Koshi,Morang,Rural,Junction,Night,Damage Only,Clear,Damaged,Car,30,Male,Thursday
2024,November,Sudurpashchim,Kanchanpur,Highway,Curve,Afternoon,Damage Only,Clear,Damaged,Motorbike,80,Male,Thursday
2025,November,Karnali,Kalikot,Urban,Junction,Evening,Serious Injury,Clear,Wet,Motorbike,30,Male,Saturday
2024,March,Madhesh,Parsa,Highway,Roundabout,Afternoon,Minor Injury,Clear,Slippery,Motorbike,50,Male,Friday
2023,March,Gandaki,Gorkha,Highway,Straight,Night,Minor Injury,Fog,Wet,Motorbike,80,Male,Wednesday
2025,August,Karnali,Surkhet,Highway,Straight,Morning,Minor Injury,Clear,Wet,Bus,50,Male,Saturday
2024,June,Lumbini,Banke,Rural,Straight,Morning,Minor Injury,Dusty,Wet,Jeep,50,Male,Wednesday
2024,November,Madhesh,Sarlahi,Urban,Straight,Evening,Minor Injury,Clear,Slippery,Microbus,50,Female,Thursday
2025,March,Bagmati,Chitwan,Rural,Curve,Night,Fatal,Dusty,Dry,Jeep,50,Male,Friday
2025,April,Bagmati,Kathmandu,Feeder,Junction,Morning,Minor Injury,Rain,Wet,Truck,80,Male,Thursday
2025,August,Lumbini,Kapilvastu,Highway,Straight,Morning,Minor Injury,Clear,Damaged,Car,30,Female,Friday
2023,July,Bagmati,Bhaktapur,Urban,Straight,Evening,Damage Only,Clear,Wet,Motorbike,30,Male,Saturday
2023,December,Bagmati,Kathmandu,Highway,Straight,Morning,Minor Injury,Clear,Dry,Motorbike,50,Male,Saturday
2025,January,Karnali,Dailekh,Highway,Straight,Afternoon,Minor Injury,Fog,Slippery,Motorbike,50,Female,Monday
2025,March,Bagmati,Kathmandu,Rural,Straight,Evening,Serious Injury,Rain,Wet,Motorbike,50,Male,Monday
2023,December,Sudurpashchim,Achham,Highway,Straight,Afternoon,Damage Only,Clear,Damaged,Car,80,Male,Thursday
2024,December,Gandaki,Lamjung,Rural,Straight,Night,Minor Injury,Clear,Dry,Motorbike,50,Male,Tuesday
2025,October,Bagmati,Bhaktapur,Rural,Junction,Night,Minor Injury,Fog,Wet,Microbus,80,Male,Wednesday
2025,August,Koshi,Morang,Highway,Straight,Night,Serious Injury,Clear,Dry,Motorbike,50,Male,Sunday
2024,August,Sudurpashchim,Kanchanpur,Urban,Straight,Evening,Serious Injury,Dusty,Damaged,Car,30,Male,Thursday
2024,July,Madhesh,Rautahat,Urban,Curve,Afternoon,Serious Injury,Clear,Damaged,Scooter,80,Male,Thursday
2025,June,Karnali,Surkhet,Highway,Curve,Morning,Serious Injury,Rain,Wet,Motorbike,50,Male,Saturday
2024,November,Koshi,Sunsari,Rural,Straight,Night,Damage Only,Fog,Wet,Motorbike,30,Male,Friday
2024,October,Sudurpashchim,Kanchanpur,Urban,Curve,Afternoon,Minor Injury,Clear,Wet,Motorbike,80,Female,Thursday
2023,March,Sudurpashchim,Kailali,Highway,Junction,Night,Minor Injury,Dusty,Damaged,Car,30,Male,Tuesday
2025,January,Madhesh,Rautahat,Rural,Curve,Afternoon,Serious Injury,Clear,Wet,Truck,30,Female,Friday
2024,January,Madhesh,Bara,Highway,Straight,Morning,Fatal,Clear,Wet,Jeep,80,Male,Sunday
2024,April,Lumbini,Kapilvastu,Urban,Straight,Night,Minor Injury,Rain,Wet,Bus,50,Male,Thursday
2025,September,Sudurpashchim,Doti,Rural,Junction,Morning,Serious Injury,Clear,Dry,Motorbike,50,Male,Friday
2025,September,Bagmati,Bhaktapur,Highway,Junction,Afternoon,Serious Injury,Clear,Wet,Truck,30,Male,Tuesday
2025,May,Sudurpashchim,Achham,Rural,Straight,Evening,Damage Only,Fog,Dry,Motorbike,50,Male,Tuesday
2024,December,Bagmati,Bhaktapur,Highway,Roundabout,Afternoon,Damage Only,Fog,Dry,Truck,50,Male,Saturday
2023,June,Lumbini,Kapilvastu,Highway,Curve,Morning,Fatal,Rain,Wet,Motorbike,30,Male,Monday
2023,April,Lumbini,Rupandehi,Highway,Straight,Morning,Minor Injury,Clear,Dry,Bus,30,Male,Tuesday
2025,September,Karnali,Kalikot,Feeder,Straight,Evening,Minor Injury,Clear,Dry,Scooter,30,Male,Friday
2023,January,Bagmati,Kathmandu,Highway,Curve,Morning,Minor Injury,Clear,Damaged,Bus,50,Male,Saturday
2025,July,Lumbini,Banke,Rural,Straight,Evening,Serious Injury,Dusty,Wet,Car,80,Female,Thursday
2023,July,Bagmati,Kathmandu,Urban,Straight,Morning,Damage Only,Clear,Wet,Scooter,50,Male,Thursday
2023,December,Lumbini,Dang,Rural,Straight,Night,Damage Only,Clear,Dry,Car,30,Male,Friday
2023,September,Bagmati,Chitwan,Urban,Curve,Night,Serious Injury,Clear,Dry,Scooter,30,Male,Monday
2024,January,Sudurpashchim,Doti,Rural,Curve,Morning,Minor Injury,Rain,Wet,Bus,30,Male,Monday
2023,December,Lumbini,Rupandehi,Highway,Junction,Night,Damage Only,Clear,Damaged,Bus,50,Male,Thursday
2024,July,Gandaki,Tanahun,Urban,Junction,Evening,Fatal,Clear,Damaged,Motorbike,30,Male,Saturday
2025,October,Koshi,Ilam,Highway,Junction,Night,Minor Injury,Clear,Dry,Car,50,Male,Wednesday
2024,August,Madhesh,Rautahat,Rural,Junction,Morning,Minor Injury,Clear,Slippery,Car,50,Female,Tuesday
2024,April,Gandaki,Tanahun,Rural,Curve,Afternoon,Damage Only,Dusty,Wet,Motorbike,30,Male,Sunday
2023,February,Gandaki,Lamjung,Urban,Straight,Afternoon,Serious Injury,Clear,Slippery,Scooter,50,Other,Tuesday
2023,January,Bagmati,Kathmandu,Rural,Roundabout,Afternoon,Serious Injury,Dusty,Wet,Bus,50,Male,Thursday
2025,September,Karnali,Surkhet,Urban,Junction,Evening,Minor Injury,Clear,Wet,Motorbike,30,Female,Monday
2024,March,Bagmati,Bhaktapur,Urban,Straight,Morning,Damage Only,Clear,Slippery,Motorbike,30,Female,Wednesday
2023,December,Madhesh,Bara,Highway,Straight,Night,Damage Only,Rain,Wet,Motorbike,80,Female,Saturday
2023,June,Bagmati,Chitwan,Rural,Junction,Afternoon,Serious Injury,Clear,Damaged,Motorbike,80,Male,Saturday
2024,December,Gandaki,Tanahun,Rural,Junction,Morning,Fatal,Clear,Wet,Scooter,30,Female,Sunday
2023,July,Madhesh,Bara,Highway,Straight,Evening,Minor Injury,Clear,Wet,Motorbike,50,Male,Friday
2025,January,Karnali,Kalikot,Highway,Junction,Afternoon,Damage Only,Rain,Wet,Motorbike,30,Male,Thursday
2025,September,Madhesh,Rautahat,Feeder,Junction,Morning,Damage Only,Clear,Damaged,Motorbike,30,Male,Wednesday
2025,March,Koshi,Morang,Highway,Curve,Night,Minor Injury,Clear,Slippery,Car,80,Male,Sunday
2023,October,Bagmati,Chitwan,Feeder,Straight,Morning,Minor Injury,Clear,Dry,Car,50,Female,Monday
2024,November,Gandaki,Tanahun,Highway,Straight,Afternoon,Minor Injury,Clear,Wet,Truck,80,Female,Tuesday
2023,September,Sudurpashchim,Kanchanpur,Urban,Straight,Afternoon,Serious Injury,Dusty,Wet,Car,50,Male,Monday
2025,July,Koshi,Jhapa,Urban,Junction,Evening,Serious Injury,Clear,Slippery,Scooter,30,Male,Wednesday
2024,February,Koshi,Jhapa,Rural,Straight,Night,Serious Injury,Clear,Damaged,Motorbike,30,Male,Wednesday
2025,January,Karnali,Jumla,Rural,Straight,Morning,Damage Only,Dusty,Dry,Scooter,30,Female,Tuesday
2023,September,Lumbini,Banke,Urban,Straight,Evening,Damage Only,Fog,Damaged,Bus,30,Female,Tuesday
2025,July,Bagmati,Chitwan,Rural,Junction,Evening,Minor Injury,Clear,Dry,Motorbike,80,Male,Thursday
2023,June,Koshi,Sunsari,Highway,Straight,Night,Fatal,Dusty,Slippery,Car,50,Male,Monday
2023,May,Koshi,Ilam,Urban,Junction,Night,Serious Injury,Clear,Damaged,Car,80,Male,Thursday
2024,November,Madhesh,Bara,Urban,Junction,Afternoon,Minor Injury,Clear,Dry,Car,50,Male,Wednesday
2024,January,Karnali,Kalikot,Urban,Straight,Night,Minor Injury,Clear,Damaged,Bus,50,Female,Tuesday
2024,October,Bagmati,Kathmandu,Urban,Straight,Evening,Damage Only,Clear,Dry,Motorbike,30,Male,Thursday
2025,November,Lumbini,Dang,Urban,Straight,Evening,Minor Injury,Clear,Dry,Car,50,Female,Friday
2024,June,Sudurpashchim,Achham,Feeder,Straight,Night,Serious Injury,Clear,Damaged,Jeep,80,Male,Wednesday
2025,August,Karnali,Jumla,Rural,Straight,Night,Minor Injury,Clear,Slippery,Bus,50,Male,Monday
2025,August,Lumbini,Dang,Feeder,Curve,Morning,Minor Injury,Fog,Wet,Motorbike,80,Male,Thursday
2025,October,Lumbini,Dang,Rural,Straight,Evening,Minor Injury,Rain,Wet,Motorbike,50,Male,Wednesday
2023,June,Madhesh,Bara,Urban,Junction,Night,Minor Injury,Clear,Slippery,Scooter,30,Male,Friday
2023,January,Lumbini,Rupandehi,Urban,Straight,Night,Minor Injury,Clear,Wet,Bus,50,Female,Wednesday
2024,December,Karnali,Kalikot,Urban,Straight,Morning,Serious Injury,Clear,Wet,Car,50,Male,Sunday
2024,April,Karnali,Jumla,Rural,Junction,Evening,Minor Injury,Clear,Dry,Jeep,50,Male,Thursday
2026,January,Bagmati,Chitwan,Rural,Straight,Night,Fatal,Dusty,Dry,Bus,50,Male,Monday
2023,March,Bagmati,Kathmandu,Feeder,Junction,Evening,Minor Injury,Dusty,Slippery,Motorbike,50,Male,Tuesday
2025,April,Karnali,Jumla,Rural,Junction,Evening,Minor Injury,Clear,Damaged,Jeep,30,Other,Monday
2024,June,Madhesh,Sarlahi,Urban,Junction,Morning,Serious Injury,Clear,Slippery,Truck,50,Male,Wednesday
2024,December,Lumbini,Banke,Urban,Straight,Night,Serious Injury,Dusty,Dry,Motorbike,50,Male,Thursday
2023,August,Koshi,Morang,Rural,Curve,Morning,Minor Injury,Rain,Wet,Motorbike,80,Male,Thursday
2023,January,Gandaki,Tanahun,Highway,Junction,Evening,Damage Only,Rain,Wet,Car,80,Female,Wednesday
2023,October,Koshi,Morang,Rural,Straight,Evening,Minor Injury,Rain,Wet,Truck,30,Male,Thursday
2024,July,Madhesh,Sarlahi,Highway,Junction,Afternoon,Minor Injury,Clear,Damaged,Motorbike,30,Male,Friday
2023,December,Lumbini,Dang,Rural,Junction,Evening,Serious Injury,Clear,Dry,Car,30,Female,Saturday
2023,May,Gandaki,Kaski,Highway,Straight,Morning,Damage Only,Dusty,Slippery,Car,50,Female,Monday
2025,February,Koshi,Jhapa,Highway,Straight,Morning,Minor Injury,Clear,Slippery,Car,80,Male,Wednesday
2023,January,Madhesh,Parsa,Highway,Straight,Afternoon,Serious Injury,Clear,Dry,Motorbike,30,Male,Tuesday
2024,August,Gandaki,Gorkha,Urban,Curve,Night,Damage Only,Fog,Slippery,Motorbike,30,Female,Sunday
2025,December,Lumbini,Banke,Rural,Straight,Afternoon,Damage Only,Dusty,Wet,Motorbike,50,Male,Tuesday
2025,February,Gandaki,Gorkha,Highway,Roundabout,Morning,Serious Injury,Clear,Wet,Truck,80,Male,Monday
2024,June,Sudurpashchim,Kanchanpur,Rural,Straight,Afternoon,Serious Injury,Rain,Wet,Car,80,Male,Tuesday
2026,January,Koshi,Sunsari,Rural,Straight,Morning,Minor Injury,Clear,Dry,Scooter,50,Female,Friday
2024,October,Koshi,Jhapa,Highway,Straight,Afternoon,Damage Only,Clear,Slippery,Motorbike,80,Female,Saturday
